"","DISTRICT","ST_NM","ST_CEN_CD","DT_CEN_CD","censuscode","long","lat"
"37","Ahmadabad","GUJARAT",7,701,474,71.7213789162088,22.2237705214946
"38","Ahmadabad","GUJARAT",7,701,474,72.0059365958602,22.1808129572534
"39","Ahmadabad","GUJARAT",7,701,474,72.2582174353506,22.159080639082
"40","Ahmadnagar","MAHARASHTRA",15,1501,522,74.4293544134314,19.9283740692435
"41","Ahmadnagar","MAHARASHTRA",15,1501,522,74.6233845738515,19.9172549155589
"42","Ahmadnagar","MAHARASHTRA",15,1501,522,73.7229935094006,19.5529995436298
"43","Ahmadnagar","MAHARASHTRA",15,1501,522,73.979240328771,19.5853309846647
"44","Ahmadnagar","MAHARASHTRA",15,1501,522,74.4037430679372,19.6578030455507
"45","Ahmadnagar","MAHARASHTRA",15,1501,522,74.7540959137832,19.6065299600633
"46","Ahmadnagar","MAHARASHTRA",15,1501,522,75.1220992667894,19.5356782867517
"47","Ahmadnagar","MAHARASHTRA",15,1501,522,73.744110514365,19.4437442683311
"48","Ahmadnagar","MAHARASHTRA",15,1501,522,74.029196730697,19.3808967750812
"49","Ahmadnagar","MAHARASHTRA",15,1501,522,74.3944414567012,19.2839756601638
"50","Ahmadnagar","MAHARASHTRA",15,1501,522,74.7836211285609,19.2810653103727
"51","Ahmadnagar","MAHARASHTRA",15,1501,522,75.1829641168577,19.2829197102217
"52","Ahmadnagar","MAHARASHTRA",15,1501,522,75.4432447914101,19.2782032189066
"53","Ahmadnagar","MAHARASHTRA",15,1501,522,74.1818455300352,19.0399614246916
"54","Ahmadnagar","MAHARASHTRA",15,1501,522,74.4342262571306,18.9194198477845
"55","Ahmadnagar","MAHARASHTRA",15,1501,522,74.7629002405765,18.8685164245412
"56","Ahmadnagar","MAHARASHTRA",15,1501,522,75.2958222617984,18.7203140044152
"57","Ahmadnagar","MAHARASHTRA",15,1501,522,75.4574132994551,18.7277096503911
"58","Ahmadnagar","MAHARASHTRA",15,1501,522,74.5523471859435,18.6089234798362
"59","Ahmadnagar","MAHARASHTRA",15,1501,522,74.8036193915119,18.5380841667949
"60","Ahmadnagar","MAHARASHTRA",15,1501,522,75.1592504348785,18.5806307627929
"61","Ahmadnagar","MAHARASHTRA",15,1501,522,75.4469622694464,18.6261698970522
"62","Aizawl","MIZORAM",18,1801,283,92.9327968842931,24.335572503236
"63","Aizawl","MIZORAM",18,1801,283,93.0060321189154,24.3371141272958
"64","Aizawl","MIZORAM",18,1801,283,92.8690699883614,24.023079959992
"65","Aizawl","MIZORAM",18,1801,283,93.0812105976743,23.9830704971294
"66","Aizawl","MIZORAM",18,1801,283,92.8153137312723,23.6848797413531
"67","Aizawl","MIZORAM",18,1801,283,93.0410462215356,23.720592653296
"68","Aizawl","MIZORAM",18,1801,283,92.7554823135999,23.39290588781
"69","Aizawl","MIZORAM",18,1801,283,93.0265948809147,23.4513622010433
"70","Ajmer","RAJASTHAN",22,2201,119,74.8555273033429,26.801953140784
"71","Ajmer","RAJASTHAN",22,2201,119,74.9959159082935,26.7427127296925
"72","Ajmer","RAJASTHAN",22,2201,119,74.4547517958979,26.3956650880991
"73","Ajmer","RAJASTHAN",22,2201,119,74.7951224700987,26.4683147942929
"74","Ajmer","RAJASTHAN",22,2201,119,75.057492721148,26.4524381645432
"75","Ajmer","RAJASTHAN",22,2201,119,74.1657799736905,25.9566668620133
"76","Ajmer","RAJASTHAN",22,2201,119,74.4242956194526,26.0814371435596
"77","Ajmer","RAJASTHAN",22,2201,119,74.7905847164572,26.0853967493106
"78","Ajmer","RAJASTHAN",22,2201,119,75.1298172858923,26.0536226096868
"79","Ajmer","RAJASTHAN",22,2201,119,73.9873553443223,25.7650145988803
"80","Ajmer","RAJASTHAN",22,2201,119,74.194316143883,25.8670008956377
"81","Ajmer","RAJASTHAN",22,2201,119,74.9611950101138,25.8703283333643
"82","Ajmer","RAJASTHAN",22,2201,119,75.1770033889425,25.7951639005405
"83","Akola","MAHARASHTRA",15,1502,501,76.8860461163793,21.1371307102712
"84","Akola","MAHARASHTRA",15,1502,501,77.0802520138056,21.1531317072983
"85","Akola","MAHARASHTRA",15,1502,501,76.8721616395348,20.8717279235694
"86","Akola","MAHARASHTRA",15,1502,501,77.1448316433975,20.8360017095719
"87","Akola","MAHARASHTRA",15,1502,501,77.4806259593879,20.7712367501603
"88","Akola","MAHARASHTRA",15,1502,501,76.8567141029886,20.4909126294138
"89","Akola","MAHARASHTRA",15,1502,501,77.173655346441,20.5548744733354
"90","Akola","MAHARASHTRA",15,1502,501,77.4175416844382,20.6375411758625
"91","Akola","MAHARASHTRA",15,1502,501,76.8758874466287,20.2782527833333
"92","Alappuzha","KERALA",13,1301,598,76.3042923574967,9.88276085698208
"93","Alappuzha","KERALA",13,1301,598,76.3577150107957,9.65269856497615
